Point;Latitude;Longitude;Contexte;P̩riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;
15264;49.1086;6.554;REF;REF;469.81;2529.3;5.97;68;289;127;
15265;49.1047;6.6633;REF;REF;467.9;2563.64;6.77;67;288;126;
15266;49.1007;6.7726;REF;REF;464.03;2603.28;7.5;65;288;127;
15267;49.0966;6.8819;REF;REF;462.78;2625.65;7.57;65;288;127;
15268;49.0924;6.9912;REF;REF;457.83;2667.98;8.1;64;287;129;
15269;49.0881;7.1005;REF;REF;456.55;2680.71;8.4;63;285;129;
15270;49.0837;7.2097;REF;REF;497.85;2609.4;5.9;68;276;129;
15271;49.0792;7.3189;REF;REF;496.65;2615.91;6.1;68;276;129;
15272;49.0746;7.4281;REF;REF;503.18;2589.68;5.47;68;277;129;
15273;49.0699;7.5373;REF;REF;501.66;2604.42;5.73;68;274;130;
15274;49.0651;7.6465;REF;REF;494.83;2665.62;7.93;68;0;0;
15275;49.0602;7.7556;REF;REF;498.17;2632.3;7.13;68;0;0;
15276;49.0552;7.8647;REF;REF;498.94;2624.66;6.93;69;0;0;
15277;49.0501;7.9738;REF;REF;413.06;2842.44;10.9;63;0;0;
15278;49.0449;8.0829;REF;REF;491.24;2861.95;10.4;62;0;0;
15333;49.1915;-1.5583;REF;REF;467.27;3158.78;1.2;35;237;162;
15334;49.195;-1.4488;REF;REF;492.25;3096.29;0.97;35;242;162;
15335;49.1984;-1.3392;REF;REF;489.51;3120.77;1.1;34;244;161;
15336;49.2017;-1.2297;REF;REF;483.38;3127.32;1.03;34;239;162;
15337;49.2049;-1.1201;REF;REF;494.12;3107.18;2.5;37;264;153;
15338;49.208;-1.0105;REF;REF;446.97;3072.78;3.1;39;267;146;
15339;49.211;-0.9009;REF;REF;456.98;2993.68;3.07;41;267;144;
15340;49.2139;-0.7913;REF;REF;456.49;3000.94;3.17;40;268;143;
15341;49.2167;-0.6816;REF;REF;453.63;3026.18;3.2;40;268;146;
15342;49.2194;-0.572;REF;REF;401.48;2988.94;3.53;42;270;142;
15343;49.2221;-0.4623;REF;REF;402.67;3010.54;3.67;41;271;146;
15344;49.2246;-0.3526;REF;REF;400.14;3036.29;3.8;40;271;146;
15345;49.227;-0.243;REF;REF;415.31;3060.69;2.47;38;261;147;
15346;49.2293;-0.1333;REF;REF;411.02;3102.28;2.57;36;260;148;
15347;49.2315;-0.0236;REF;REF;403.74;2985.87;3.67;42;269;139;
15348;49.2336;0.0861;REF;REF;470.84;2885.99;3.5;45;269;137;
15349;49.2356;0.1959;REF;REF;463.33;2958.46;3.63;43;267;137;
15350;49.2375;0.3056;REF;REF;470.55;2893.81;3.57;45;267;139;
15351;49.2393;0.4153;REF;REF;425.53;2849.72;4.03;48;272;136;
15352;49.241;0.5251;REF;REF;429.41;2810.64;4.03;50;275;136;
15353;49.2426;0.6348;REF;REF;423.09;2876.97;4.07;47;272;138;
15354;49.2441;0.7446;REF;REF;424.46;2878.08;4;47;271;138;
15355;49.2456;0.8543;REF;REF;428.81;2833.19;3.83;49;272;137;
15356;49.2469;0.9641;REF;REF;427.31;2844.74;3.93;48;275;137;
15357;49.2481;1.0739;REF;REF;410.97;2841.27;5.4;51;277;133;
15358;49.2492;1.1836;REF;REF;404.35;2935.66;5.9;48;276;134;
15359;49.2502;1.2934;REF;REF;404.06;2954.44;6;47;277;135;
15360;49.2511;1.4032;REF;REF;411.46;2870.27;5.37;50;277;133;
15361;49.2519;1.513;REF;REF;427.69;2788.92;4.7;51;280;133;
15362;49.2526;1.6228;REF;REF;424.1;2812.86;4.67;50;279;134;
15363;49.2532;1.7326;REF;REF;410.84;2884.74;6.17;50;277;134;
15364;49.2537;1.8424;REF;REF;417.81;2841.24;5.63;52;275;133;
15365;49.2541;1.9522;REF;REF;417.91;2855.39;6.07;51;277;133;
15366;49.2544;2.062;REF;REF;422.42;2805.32;5.67;53;279;133;
15367;49.2546;2.1718;REF;REF;424.31;2767.41;5.23;54;278;132;
15368;49.2547;2.2816;REF;REF;421.51;2796.94;5.27;54;278;133;
15369;49.2547;2.3914;REF;REF;396.45;2834.33;6.63;51;283;129;
15370;49.2546;2.5012;REF;REF;409.16;2984.72;8.3;50;268;131;
15371;49.2544;2.611;REF;REF;416.74;2900.41;7.43;53;272;130;
15372;49.2541;2.7208;REF;REF;415.57;2920.46;7.73;52;273;133;
15373;49.2537;2.8306;REF;REF;416.62;2929.53;7.8;51;272;130;
15374;49.2532;2.9404;REF;REF;418.71;2905.61;7.7;52;273;130;
15375;49.2526;3.0502;REF;REF;427.66;2842;7.37;54;276;129;
15376;49.2519;3.16;REF;REF;429.88;2817.16;6.97;55;277;129;
15377;49.2511;3.2698;REF;REF;426.72;2818.82;6.93;55;276;129;
15378;49.2502;3.3796;REF;REF;437.87;2726.11;6.37;57;287;129;
15379;49.2492;3.4894;REF;REF;434.69;2757.69;6.73;56;284;129;
15380;49.2481;3.5991;REF;REF;420.82;2808.16;6.63;55;277;129;
15381;49.2469;3.7089;REF;REF;404.46;2743.3;6.97;57;289;127;
15382;49.2456;3.8187;REF;REF;403.38;2756.71;7;57;287;127;
15383;49.2442;3.9284;REF;REF;394.85;2816.59;7.73;55;287;128;
15384;49.2427;4.0382;REF;REF;392.18;2842.72;8.1;54;286;129;
15385;49.2411;4.1479;REF;REF;419.05;2777.48;7.63;57;287;129;
15386;49.2394;4.2577;REF;REF;418.12;2771.86;7.73;57;287;129;
15387;49.2375;4.3674;REF;REF;418.11;2771.86;7.73;57;287;129;
15388;49.2356;4.4771;REF;REF;420.34;2754.78;7.37;58;286;130;
15389;49.2336;4.5869;REF;REF;423.75;2729.46;7.17;58;285;129;
15390;49.2315;4.6966;REF;REF;504.98;2759.4;7.17;57;283;130;
15391;49.2293;4.8063;REF;REF;470.85;2854.75;9.03;56;283;131;
15392;49.227;4.916;REF;REF;486.62;2718.53;7.53;59;285;129;
15393;49.2246;5.0256;REF;REF;510.05;2750.28;7.9;59;279;130;
15394;49.2221;5.1353;REF;REF;514.14;2654.7;6.83;62;284;130;
15395;49.2195;5.245;REF;REF;512.03;2674.29;7.1;61;283;130;
15396;49.2168;5.3546;REF;REF;483.86;2688.4;6.73;61;281;132;
15397;49.214;5.4643;REF;REF;493.97;2558.82;5.7;65;287;129;
15398;49.2111;5.5739;REF;REF;478.04;2712.29;7.53;61;284;132;
15399;49.2081;5.6835;REF;REF;475.06;2706.84;7.57;61;286;132;
15400;49.2049;5.7931;REF;REF;441.19;2719.35;8.7;61;286;128;
15401;49.2017;5.9027;REF;REF;440.22;2729.98;8.83;61;286;128;
15402;49.1984;6.0122;REF;REF;471.89;2621.66;7.43;65;285;127;
15403;49.195;6.1218;REF;REF;421.2;2706.97;9.2;63;285;127;
15404;49.1915;6.2313;REF;REF;412.27;2809.28;10.6;60;283;130;
15405;49.1879;6.3409;REF;REF;432.17;2639.73;8.13;64;285;127;
15406;49.1842;6.4504;REF;REF;453.55;2697.61;8.63;63;285;129;
15407;49.1804;6.5599;REF;REF;472.12;2532.42;6.13;68;288;126;
15408;49.1765;6.6694;REF;REF;460.87;2653.62;8.13;64;285;127;
15409;49.1725;6.7788;REF;REF;461.49;2646.8;8.17;64;0;0;
15410;49.1683;6.8883;REF;REF;464.91;2623.4;7.97;65;285;128;
15411;49.1641;6.9977;REF;REF;464.05;2603.38;7.23;65;288;128;
15412;49.1598;7.1071;REF;REF;464.29;2600.71;7.3;65;0;0;
15413;49.1554;7.2165;REF;REF;493.72;2635.87;6.5;67;0;0;
15414;49.1509;7.3259;REF;REF;495.38;2641.82;6.57;67;0;0;
15415;49.1463;7.4352;REF;REF;499.31;2615.14;5.83;68;276;129;
15416;49.1416;7.5445;REF;REF;507.59;2563.47;4.97;69;0;0;
15475;49.2596;-1.6735;REF;REF;466.11;3175.8;1.17;35;0;0;
15476;49.2632;-1.5638;REF;REF;472.42;3116.4;1.07;36;239;164;
15477;49.2668;-1.4541;REF;REF;496.11;3061.3;0.9;36;247;160;
15478;49.2702;-1.3444;REF;REF;482.69;3133.67;1.03;34;239;162;
15479;49.2735;-1.2347;REF;REF;482.93;3131.59;1.03;34;239;162;
15480;49.2767;-1.1249;REF;REF;485.54;3123.02;1.17;34;242;162;
15481;49.2798;-1.0152;REF;REF;406.8;3066.83;2.53;38;262;147;
15482;49.2828;-0.9054;REF;REF;407.87;3068.4;2.57;38;261;146;
15483;49.2857;-0.7956;REF;REF;411.07;3029.47;2.47;38;263;145;
15484;49.2886;-0.6858;REF;REF;412.08;3019.96;2.47;38;263;145;
15485;49.2913;-0.576;REF;REF;413.87;3034.31;2.5;38;260;147;
15486;49.2939;-0.4662;REF;REF;413.46;3038.2;2.5;38;261;147;
15487;49.2964;-0.3564;REF;REF;416.46;3064.42;2.4;37;258;146;
15488;49.2988;-0.2466;REF;REF;410.42;3107.87;2.57;36;0;0;
15489;49.3011;-0.1367;REF;REF;410.25;3109.78;2.6;36;0;0;
15490;49.3033;-0.0269;REF;REF;481.49;3029.87;2.73;40;0;0;
15491;49.3054;0.083;REF;REF;454.57;3038.95;4.03;41;266;139;
15492;49.3075;0.1929;REF;REF;458.67;3003.5;3.87;42;266;138;
15493;49.3094;0.3027;REF;REF;466.27;2911.22;3.27;45;262;140;
15494;49.3112;0.4126;REF;REF;469.5;2876.61;3.1;46;261;139;
15495;49.3129;0.5225;REF;REF;464.77;2929.87;3.23;44;261;140;
15496;49.3145;0.6324;REF;REF;462.03;2958.66;3.2;44;261;141;
15497;49.316;0.7423;REF;REF;469.16;2881.99;2.97;46;262;139;
15498;49.3174;0.8523;REF;REF;477.76;2823.65;3.7;50;272;138;
15499;49.3187;0.9622;REF;REF;469.17;2899.7;3.83;47;271;138;
15500;49.3199;1.0721;REF;REF;457.31;3013.89;4.1;44;265;139;
15501;49.321;1.182;REF;REF;462.36;2974.01;4.03;45;267;139;
15502;49.322;1.292;REF;REF;406.92;2861.23;5.37;50;279;133;
15503;49.3229;1.4019;REF;REF;426.74;2759.1;4.53;52;280;132;
15504;49.3238;1.5118;REF;REF;424.35;2775.06;4.7;52;280;133;
15505;49.3245;1.6218;REF;REF;424.78;2804.9;4.6;50;279;134;
15506;49.3251;1.7317;REF;REF;422.85;2827.1;4.83;50;279;134;
15507;49.3256;1.8417;REF;REF;421.6;2803.35;5.4;53;276;133;
15508;49.326;1.9517;REF;REF;431.37;2712.13;5.03;56;279;132;
15509;49.3263;2.0616;REF;REF;461.91;2605.5;3.87;57;283;130;
15510;49.3265;2.1716;REF;REF;450.43;2692.81;4.37;55;285;132;
15511;49.3266;2.2815;REF;REF;395.61;2827.27;6.53;51;285;130;
15512;49.3266;2.3915;REF;REF;395.78;2806.08;6.4;52;283;128;
15513;49.3265;2.5014;REF;REF;391.66;2851.44;6.83;51;285;128;
15514;49.3263;2.6114;REF;REF;386.42;2911.65;7.5;50;284;128;
15515;49.326;2.7213;REF;REF;404.2;3022.15;8.63;49;267;132;
15516;49.3256;2.8313;REF;REF;417.77;2875.24;7.8;53;274;129;
15517;49.3251;2.9413;REF;REF;425.81;2788.87;7.03;55;279;129;
15518;49.3245;3.0512;REF;REF;426.8;2767.18;6.87;56;282;129;
15519;49.3238;3.1611;REF;REF;431.84;2761.9;6.9;56;284;128;
15520;49.323;3.2711;REF;REF;433.85;2768.65;6.87;56;283;128;
15521;49.3221;3.381;REF;REF;432.2;2781.92;6.97;55;284;130;
15522;49.3211;3.491;REF;REF;431.58;2787.48;7.07;55;284;130;
15523;49.3199;3.6009;REF;REF;426.62;2808.98;7.03;55;282;130;
15524;49.3187;3.7108;REF;REF;400.89;2778.52;7.27;56;288;128;
15525;49.3174;3.8207;REF;REF;400.91;2778.52;7.27;56;288;128;
15526;49.316;3.9307;REF;REF;395.89;2801.31;7.63;55;287;128;
15527;49.3145;4.0406;REF;REF;389.94;2841.91;8.07;54;288;128;
15528;49.3129;4.1505;REF;REF;412.85;2816.57;8;56;287;130;
15529;49.3112;4.2604;REF;REF;412.12;2823.72;8.23;56;287;129;
15530;49.3094;4.3703;REF;REF;438.87;2764.14;7.13;57;287;130;
15531;49.3075;4.4801;REF;REF;441.96;2736.3;6.7;58;287;129;
15532;49.3055;4.59;REF;REF;446.98;2690.75;6.27;59;285;129;
15533;49.3034;4.6999;REF;REF;439.28;2760.07;7.2;58;285;130;
15534;49.3012;4.8097;REF;REF;499.52;2806.09;7.87;56;281;131;
15535;49.2988;4.9196;REF;REF;509.29;2730.77;6.77;58;280;130;
15536;49.2964;5.0294;REF;REF;509.67;2754.25;7.97;59;279;130;
15537;49.2939;5.1392;REF;REF;514.43;2652.81;6.77;62;284;130;
15538;49.2913;5.249;REF;REF;482;2706.45;6.87;61;279;132;
15539;49.2886;5.3588;REF;REF;495.1;2584.28;5.4;64;283;130;
15540;49.2858;5.4686;REF;REF;482.84;2636.72;6.73;63;286;132;
15541;49.2829;5.5784;REF;REF;476.18;2701.87;7.47;61;284;132;
15542;49.2799;5.6882;REF;REF;479.35;2654.33;6.77;63;287;132;
15543;49.2767;5.7979;REF;REF;447.45;2621.26;7.53;65;290;126;
15544;49.2735;5.9077;REF;REF;443.74;2658.36;8;63;289;126;
15545;49.2702;6.0174;REF;REF;471.24;2595.12;7.17;66;286;127;
15546;49.2668;6.1271;REF;REF;416.49;2779.98;10.17;61;284;127;
15547;49.2633;6.2368;REF;REF;414.53;2803.68;10.43;60;284;129;
15548;49.2597;6.3465;REF;REF;463.22;2647.7;7.9;64;285;127;
15549;49.256;6.4561;REF;REF;453.68;2713.68;9.07;62;284;128;
15550;49.2521;6.5658;REF;REF;464.23;2601.75;7.47;66;287;127;
15551;49.2482;6.6754;REF;REF;458.69;2676.26;8.5;63;0;0;
15553;49.2401;6.8946;REF;REF;459.69;2675.3;8.6;64;0;0;
15554;49.2359;7.0042;REF;REF;457.85;2678.67;8.43;64;0;0;
15618;49.3314;-1.6791;REF;REF;468.77;3151.3;1.07;35;234;165;
15619;49.335;-1.5692;REF;REF;493.24;3088.65;1.03;35;243;164;
15620;49.3385;-1.4594;REF;REF;490;3103.81;1.17;35;244;161;
15621;49.342;-1.3495;REF;REF;484.27;3134.57;1.23;34;242;157;
15622;49.3453;-1.2397;REF;REF;405.16;3108.61;0.97;34;248;157;
15623;49.3485;-1.1298;REF;REF;402.54;3112.7;0.97;34;249;167;
15624;49.3516;-1.0199;REF;REF;404.23;3082.13;2.53;38;261;151;
15625;49.3546;-0.9099;REF;REF;408.89;3056.74;2.6;38;261;146;
15626;49.3576;-0.8;REF;REF;406.91;3070.66;2.6;37;0;0;
15627;49.3604;-0.6901;REF;REF;406.13;3078.19;2.6;37;0;0;
15628;49.3631;-0.5801;REF;REF;407.95;3092.79;2.53;37;0;0;
15629;49.3657;-0.4701;REF;REF;407.01;3102.22;2.53;36;0;0;
15634;49.3773;0.0798;REF;REF;472.19;3127.03;2.47;38;0;0;
15635;49.3793;0.1899;REF;REF;487.01;2961.59;2.4;42;255;144;
15636;49.3812;0.2999;REF;REF;462.14;2958.85;3.8;43;264;138;
15637;49.383;0.4099;REF;REF;455.53;2981.1;3.37;43;260;142;
15638;49.3847;0.52;REF;REF;455.45;2981.1;3.37;43;260;142;
15639;49.3863;0.63;REF;REF;464.45;2894.99;2.97;45;261;141;
15640;49.3879;0.7401;REF;REF;464.85;2876.6;2.97;46;262;139;
15641;49.3893;0.8502;REF;REF;455.93;2976.02;3.17;43;260;143;
15642;49.3906;0.9602;REF;REF;457.88;2976.76;4.13;45;268;137;
15643;49.3918;1.0703;REF;REF;458.88;3008.5;4.3;44;266;139;
15644;49.3929;1.1804;REF;REF;479.15;2812.72;3.57;50;273;136;
15645;49.3939;1.2905;REF;REF;478.24;2800.76;3.6;50;270;136;
15646;49.3948;1.4006;REF;REF;409.15;2837.16;5.33;51;279;132;
15647;49.3956;1.5107;REF;REF;429.62;2719.32;4.23;54;281;133;
15648;49.3963;1.6208;REF;REF;430.56;2731.09;4.37;53;282;134;
15649;49.3969;1.7309;REF;REF;513.23;2734.52;1.53;50;270;137;
15650;49.3974;1.841;REF;REF;455.71;2604.31;4;58;285;130;
15651;49.3978;1.9511;REF;REF;450.15;2681.06;4.37;55;281;131;
15652;49.3981;2.0612;REF;REF;442.36;2759.88;4.83;53;281;132;
15653;49.3983;2.1713;REF;REF;391.64;2835.67;6.67;51;282;130;
15654;49.3984;2.2814;REF;REF;393.89;2818.24;6.57;52;284;130;
15655;49.3984;2.3916;REF;REF;394.98;2806.17;6.53;52;284;130;
15656;49.3983;2.5017;REF;REF;394.7;2793.41;6.27;53;287;130;
15657;49.3981;2.6118;REF;REF;394.79;2817.16;6.5;52;285;128;
15658;49.3978;2.7219;REF;REF;393.14;2847.7;6.77;51;283;128;
15659;49.3974;2.832;REF;REF;411.68;2944.34;8.53;51;272;129;
15660;49.3969;2.9421;REF;REF;416.15;2893.59;7.9;52;273;129;
15661;49.3963;3.0522;REF;REF;418.41;2859.44;7.83;53;279;129;
15662;49.3956;3.1623;REF;REF;423.66;2842.25;7.4;54;282;129;
15663;49.3948;3.2724;REF;REF;422.21;2857.18;7.63;53;281;129;
15664;49.3939;3.3825;REF;REF;424.01;2848.49;7.43;53;283;129;
15665;49.3929;3.4926;REF;REF;424.18;2846.65;7.37;54;283;129;
15666;49.3918;3.6027;REF;REF;424.42;2814.86;7.1;54;282;129;
15667;49.3906;3.7128;REF;REF;421.5;2836.33;7.33;54;282;130;
15668;49.3893;3.8228;REF;REF;417.74;2822.03;6.97;55;280;129;
15669;49.3879;3.9329;REF;REF;412.79;2844.73;7.33;54;280;128;
15670;49.3864;4.043;REF;REF;408.13;2879.52;9.17;55;287;130;
15671;49.3848;4.153;REF;REF;410.47;2856.4;8.6;55;287;130;
15672;49.3831;4.2631;REF;REF;436.7;2792.74;7.47;57;284;132;
15673;49.3812;4.3731;REF;REF;437.29;2777.78;7.37;57;287;130;
15674;49.3793;4.4831;REF;REF;439.24;2760.54;7.07;57;287;130;
15675;49.3773;4.5932;REF;REF;442.4;2732.19;6.77;58;285;129;
15676;49.3752;4.7032;REF;REF;436.98;2781.03;7.4;57;285;131;
15677;49.373;4.8132;REF;REF;509.9;2710.73;6.23;59;283;131;
15678;49.3707;4.9232;REF;REF;503.36;2735.49;6.83;58;283;130;
15679;49.3683;5.0332;REF;REF;517.83;2611.69;5.1;62;285;130;
15680;49.3657;5.1431;REF;REF;507.91;2692.2;7.33;61;283;131;
15681;49.3631;5.2531;REF;REF;491.34;2627.68;6.07;63;282;130;
15682;49.3604;5.3631;REF;REF;481.06;2640.09;6.77;63;283;130;
15683;49.3576;5.473;REF;REF;474.76;2704.69;7.4;61;284;132;
15684;49.3547;5.5829;REF;REF;474.93;2685.22;7.17;62;285;132;
15685;49.3517;5.6929;REF;REF;481.89;2616.26;6.33;64;286;131;
15686;49.3485;5.8028;REF;REF;456.42;2536.54;6.23;67;290;124;
15687;49.3453;5.9127;REF;REF;455.76;2542.43;6.33;67;290;124;
15688;49.342;6.0225;REF;REF;474.06;2569.75;6.9;67;286;126;
15689;49.3386;6.1324;REF;REF;411.88;2831.84;10.73;60;284;130;
15690;49.3351;6.2422;REF;REF;414.23;2808.01;10.43;60;284;130;
15691;49.3315;6.3521;REF;REF;460.41;2677.42;8.3;63;285;128;
15692;49.3277;6.4619;REF;REF;459.06;2671.39;8.27;64;284;128;
15693;49.3239;6.5717;REF;REF;458.49;2677.22;8.5;64;0;0;
15694;49.32;6.6815;REF;REF;461.78;2638.91;7.97;64;0;0;
15760;49.3995;-1.7947;REF;REF;469.11;3111.49;1.07;36;241;161;
15761;49.4032;-1.6847;REF;REF;497.25;3019.23;0.93;37;246;162;
15762;49.4068;-1.5747;REF;REF;491.26;3075.4;0.97;35;243;163;
15763;49.4103;-1.4647;REF;REF;485.83;3108.51;0.97;35;246;162;
15764;49.4138;-1.3547;REF;REF;482.33;3120.88;0.93;34;245;161;
15765;49.4171;-1.2447;REF;REF;403.72;3092.71;0.8;35;249;161;
15766;49.4203;-1.1346;REF;REF;401.77;3120.83;1;34;0;0;
15777;49.4491;0.0767;REF;REF;415.64;3257.88;2.1;35;0;0;
15778;49.4511;0.1868;REF;REF;416.4;3248.8;2.1;35;0;0;
15779;49.4531;0.297;REF;REF;417.16;3239.54;2.1;36;233;160;
15780;49.4549;0.4072;REF;REF;417.38;3228.95;1.9;36;232;159;
15781;49.4566;0.5174;REF;REF;441.92;3121.7;3.4;40;257;148;
15782;49.4582;0.6276;REF;REF;454.79;3009.61;4.27;44;269;139;
15783;49.4597;0.7379;REF;REF;454.5;3002.01;4.27;44;270;139;
15784;49.4611;0.8481;REF;REF;452.31;3021.85;4.3;44;270;139;
15785;49.4624;0.9583;REF;REF;460.98;2946.15;4.13;46;270;137;
15786;49.4636;1.0685;REF;REF;467.05;2902.26;3.8;47;268;137;
15787;49.4648;1.1788;REF;REF;476.42;2812.65;3.83;50;270;136;
15788;49.4658;1.289;REF;REF;476.78;2785.45;3.63;51;273;136;
15789;49.4667;1.3993;REF;REF;504.22;2770.27;1.63;50;271;136;
15790;49.4675;1.5095;REF;REF;513.53;2686.88;1.6;53;272;135;
15791;49.4682;1.6198;REF;REF;520.49;2656.62;1.6;54;273;135;
15792;49.4688;1.73;REF;REF;505.21;2793.16;1.83;48;268;136;
15793;49.4693;1.8403;REF;REF;442.52;2693.68;4.53;55;283;131;
15794;49.4697;1.9506;REF;REF;445.07;2680.59;4.43;55;284;131;
15795;49.47;2.0608;REF;REF;398.85;2773.27;6.33;54;285;128;
15796;49.4702;2.1711;REF;REF;398.22;2761.64;6.13;54;287;130;
15797;49.4703;2.2814;REF;REF;398.7;2762.31;6.17;54;285;130;
15798;49.4703;2.3916;REF;REF;400.72;2742.36;6.07;54;286;130;
15799;49.4702;2.5019;REF;REF;399.15;2745.73;5.93;54;288;130;
15800;49.47;2.6122;REF;REF;392.1;2823.51;6.7;51;286;130;
15801;49.4697;2.7224;REF;REF;391.92;2834.87;6.67;51;283;130;
15802;49.4693;2.8327;REF;REF;412.84;2909.18;8.03;52;275;129;
15803;49.4688;2.9429;REF;REF;412.37;2915.52;8.13;52;275;129;
15804;49.4682;3.0532;REF;REF;423.89;2784.47;7.13;56;280;129;
15805;49.4675;3.1635;REF;REF;436.7;2766.03;6.43;56;282;128;
15806;49.4667;3.2737;REF;REF;438.5;2746.83;6.37;57;283;128;
15807;49.4658;3.384;REF;REF;433.41;2781.84;6.5;55;281;128;
15808;49.4648;3.4942;REF;REF;434.14;2758.06;6.33;56;278;129;
15809;49.4637;3.6044;REF;REF;436.98;2744.37;6.27;56;281;129;
15810;49.4624;3.7147;REF;REF;436.38;2735.53;6.3;56;282;129;
15811;49.4611;3.8249;REF;REF;418.57;2812.8;6.9;55;281;129;
15812;49.4597;3.9351;REF;REF;414.13;2830.17;7.23;55;280;128;
15813;49.4582;4.0453;REF;REF;434.54;2824.7;7.77;56;283;131;
15814;49.4566;4.1556;REF;REF;434.57;2824.7;7.77;56;283;131;
15815;49.4549;4.2658;REF;REF;437.66;2778.92;7.33;57;285;130;
15816;49.4531;4.376;REF;REF;436.74;2771.23;7.17;57;284;130;
15817;49.4512;4.4861;REF;REF;436.59;2772.82;7.2;57;284;130;
15818;49.4491;4.5963;REF;REF;433.56;2797.94;7.57;57;283;130;
15819;49.447;4.7065;REF;REF;495.58;2807.51;8.07;57;281;131;
15820;49.4448;4.8167;REF;REF;507.63;2703.87;6.07;59;282;130;
15821;49.4425;4.9268;REF;REF;509.06;2676.15;5.83;60;284;130;
15822;49.4401;5.037;REF;REF;521.35;2568.27;4.77;63;287;129;
15823;49.4376;5.1471;REF;REF;481.35;2719.96;7.27;60;281;131;
15824;49.4349;5.2572;REF;REF;480.24;2729.02;7.23;60;281;132;
15825;49.4322;5.3673;REF;REF;474.63;2703.28;7.63;61;283;131;
15826;49.4294;5.4774;REF;REF;486.74;2672.43;6.73;63;282;132;
15827;49.4265;5.5875;REF;REF;488.9;2636.61;6.23;64;284;132;
15828;49.4235;5.6976;REF;REF;451.06;2590.87;7.17;66;288;125;
15829;49.4203;5.8076;REF;REF;461.01;2492.88;5.57;69;289;127;
15830;49.4171;5.9177;REF;REF;487.98;2441.26;4.8;71;289;129;
15831;49.4138;6.0277;REF;REF;488.04;2460.98;5.1;71;287;129;
15832;49.4104;6.1377;REF;REF;421.15;2737.08;9.77;62;285;128;
15833;49.4069;6.2477;REF;REF;410.51;2859.53;11.33;59;283;132;
15834;49.4032;6.3577;REF;REF;459.05;2674.58;8.37;63;286;128;
15835;49.3995;6.4677;REF;REF;465.87;2576.43;7.17;67;288;126;
15836;49.3957;6.5776;REF;REF;464.87;2586.19;7.33;67;0;0;
15903;49.4712;-1.8005;REF;REF;394.24;3147.81;0.1;32;216;177;
15904;49.4749;-1.6903;REF;REF;502.47;2971.76;0.93;37;243;158;
15905;49.4786;-1.5802;REF;REF;493.61;3052.94;0.97;36;243;163;
15906;49.4821;-1.47;REF;REF;488.15;3087.95;0.97;35;247;162;
15907;49.4855;-1.3599;REF;REF;486.62;3082.06;0.87;35;245;161;
15908;49.4889;-1.2497;REF;REF;401.7;3114.74;0.77;34;0;0;
15920;49.5209;0.0735;REF;REF;421.8;3182.41;2.03;37;0;0;
15921;49.523;0.1838;REF;REF;425.46;3141.41;1.97;38;235;155;
15922;49.5249;0.2942;REF;REF;433.3;3049.26;1.97;40;243;152;
15923;49.5267;0.4045;REF;REF;525.11;2947.08;1.73;42;252;148;
15924;49.5284;0.5149;REF;REF;520.21;3011.42;1.6;41;246;151;
15925;49.53;0.6252;REF;REF;528.6;2931.33;1.67;43;250;150;
15926;49.5316;0.7356;REF;REF;486.4;2903.14;2.1;45;266;140;
15927;49.533;0.846;REF;REF;495.29;2821.37;1.97;47;270;136;
15928;49.5343;0.9564;REF;REF;495.69;2816.86;2.03;48;270;135;
15929;49.5355;1.0668;REF;REF;502.1;2770.55;1.87;50;271;136;
15930;49.5366;1.1772;REF;REF;507.27;2721.19;1.87;52;272;135;
15931;49.5376;1.2876;REF;REF;507.97;2713.7;1.8;52;274;135;
15932;49.5385;1.398;REF;REF;514.28;2679.11;1.6;53;272;135;
15933;49.5393;1.5084;REF;REF;509.68;2720.83;1.6;51;272;135;
15934;49.54;1.6188;REF;REF;508.62;2761.46;1.7;50;268;136;
15935;49.5406;1.7292;REF;REF;512.58;2725.74;1.6;51;272;135;
15936;49.5411;1.8396;REF;REF;447.89;2641.11;4.17;56;284;130;
15937;49.5416;1.95;REF;REF;445.14;2680.59;4.43;55;284;131;
15938;49.5419;2.0604;REF;REF;447.19;2661.36;4.3;56;284;131;
15939;49.5421;2.1709;REF;REF;402.11;2630.55;5;57;288;129;
15940;49.5422;2.2813;REF;REF;403.76;2633.85;5.03;57;288;128;
15941;49.5422;2.3917;REF;REF;400.77;2667.17;5.2;56;288;129;
15942;49.5421;2.5021;REF;REF;395.03;2700.26;5.33;55;288;129;
15943;49.5419;2.6125;REF;REF;391.77;2731.07;5.5;54;288;129;
15944;49.5416;2.723;REF;REF;389.3;2758.65;5.57;53;287;129;
15945;49.5412;2.8334;REF;REF;418.99;2802.32;7.23;55;278;128;
15946;49.5406;2.9438;REF;REF;409.95;2903.52;8.27;52;276;130;
15947;49.54;3.0542;REF;REF;411.74;2920.06;8.3;51;276;129;
15948;49.5393;3.1646;REF;REF;426.56;2868.57;7.17;53;276;130;
15949;49.5385;3.275;REF;REF;429.25;2841.13;6.83;54;277;129;
15950;49.5376;3.3854;REF;REF;438.97;2726.46;6.3;57;284;127;
15951;49.5366;3.4958;REF;REF;432.35;2775.49;6.43;55;278;129;
15952;49.5355;3.6062;REF;REF;426.51;2833.02;6.67;54;276;129;
15953;49.5343;3.7166;REF;REF;432.95;2775.06;6.53;55;282;129;
